datetime,datetime_raw,value,uptimevalue_raw,coverage,coverage_raw,Link Value,Previous Link Value,After Link Value,Status Link,IndexTrue,Selisih,Analisis,Analisis Link Tahap 2,Durasi Hidden Non-Link,Durasi Real Restitusi,Service Level
2017-04-01 15:58:00,42826.37362,3 d 3 h 26 m,271574,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 16:03:00,42826.37709,3 d 3 h 31 m,271874,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 16:08:00,42826.38056,3 d 3 h 36 m,272175,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 16:13:00,42826.38403,3 d 3 h 41 m,272475,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 16:18:00,42826.38751,3 d 3 h 46 m,272776,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 16:23:00,42826.39098,3 d 3 h 51 m,273076,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 16:28:00,42826.39445,3 d 3 h 56 m,273376,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 16:33:00,42826.39792,3 d 4 h 1 m,273677,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 16:38:00,42826.4014,3 d 4 h 6 m,273977,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 16:43:00,42826.40487,3 d 4 h 11 m,274278,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 16:48:00,42826.40834,3 d 4 h 16 m,274578,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 16:53:00,42826.41181,3 d 4 h 21 m,274879,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 16:58:00,42826.41528,3 d 4 h 26 m,275179,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 17:03:00,42826.41876,3 d 4 h 31 m,275480,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 17:08:00,42826.42223,3 d 4 h 36 m,275780,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 17:13:00,42826.4257,3 d 4 h 41 m,276081,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 17:18:00,42826.42917,3 d 4 h 46 m,276381,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 17:23:00,42826.43265,3 d 4 h 51 m,276681,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 17:28:00,42826.43612,3 d 4 h 56 m,276982,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 17:33:00,42826.43959,3 d 5 h 1 m,277282,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 17:38:00,42826.44306,3 d 5 h 6 m,277583,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 17:43:00,42826.44654,3 d 5 h 11 m,277883,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 17:48:00,42826.45001,3 d 5 h 16 m,278184,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 17:53:00,42826.45348,3 d 5 h 21 m,278484,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 17:59:00,42826.45766,3 d 5 h 26 m,278785,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 18:04:00,42826.46118,3 d 5 h 31 m,279085,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 18:09:00,42826.4646,3 d 5 h 36 m,279386,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 18:14:00,42826.46808,3 d 5 h 41 m,279686,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 18:19:00,42826.47155,3 d 5 h 46 m,279987,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 18:24:00,42826.47502,3 d 5 h 51 m,280287,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 18:29:00,42826.47849,3 d 5 h 56 m,280588,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 18:34:00,42826.48196,3 d 6 h 1 m,280888,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 18:39:00,42826.48544,3 d 6 h 6 m,281189,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 18:44:00,42826.48891,3 d 6 h 11 m,281489,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 18:49:00,42826.49238,3 d 6 h 16 m,281790,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 18:54:00,42826.49585,3 d 6 h 21 m,282090,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 18:59:00,42826.49932,3 d 6 h 26 m,282391,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 19:04:00,42826.5028,3 d 6 h 31 m,282691,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 19:09:00,42826.50627,3 d 6 h 36 m,282991,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 19:14:00,42826.50974,3 d 6 h 41 m,283292,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 19:19:00,42826.51321,3 d 6 h 46 m,283593,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 19:24:00,42826.51669,3 d 6 h 51 m,283893,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 19:29:00,42826.52016,3 d 6 h 56 m,284194,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 19:34:00,42826.52363,3 d 7 h 1 m,284494,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 19:39:00,42826.5271,3 d 7 h 6 m,284795,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 19:44:00,42826.53058,3 d 7 h 11 m,285095,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 19:49:00,42826.53405,3 d 7 h 16 m,285396,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 19:54:00,42826.53752,3 d 7 h 21 m,285696,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 19:59:00,42826.54099,3 d 7 h 26 m,285997,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 20:04:00,42826.54447,3 d 7 h 31 m,286297,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 20:09:00,42826.54794,3 d 7 h 36 m,286598,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 20:14:00,42826.55141,3 d 7 h 41 m,286898,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 20:19:00,42826.55488,3 d 7 h 46 m,287198,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 20:24:00,42826.55835,3 d 7 h 51 m,287499,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 20:29:00,42826.56183,3 d 7 h 56 m,287799,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 20:34:00,42826.5653,3 d 8 h 1 m,288100,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 20:39:00,42826.56877,3 d 8 h 6 m,288400,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 20:44:00,42826.57224,3 d 8 h 11 m,288701,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 20:49:00,42826.57571,3 d 8 h 16 m,289001,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 20:54:00,42826.57919,3 d 8 h 21 m,289302,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 20:59:00,42826.58266,3 d 8 h 26 m,289602,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 21:04:00,42826.58613,3 d 8 h 31 m,289903,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 21:09:00,42826.5896,3 d 8 h 36 m,290203,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 21:14:00,42826.59308,3 d 8 h 41 m,290504,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 21:19:00,42826.59655,3 d 8 h 46 m,290804,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 21:24:00,42826.60002,3 d 8 h 51 m,291105,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 21:29:00,42826.60349,3 d 8 h 56 m,291405,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 21:34:00,42826.60696,3 d 9 h 1 m,291706,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 21:39:00,42826.61044,3 d 9 h 6 m,292006,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 21:44:00,42826.61391,3 d 9 h 11 m,292307,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 21:49:00,42826.61738,3 d 9 h 16 m,292607,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 21:54:00,42826.62085,3 d 9 h 21 m,292908,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 21:59:00,42826.62432,3 d 9 h 26 m,293208,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 22:04:00,42826.6278,3 d 9 h 31 m,293509,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 22:09:00,42826.63127,3 d 9 h 36 m,293809,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 22:14:00,42826.63474,3 d 9 h 41 m,294110,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 22:19:00,42826.63821,3 d 9 h 46 m,294410,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 22:24:00,42826.64169,3 d 9 h 51 m,294710,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 22:29:00,42826.64516,3 d 9 h 56 m,295011,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 22:34:00,42826.64863,3 d 10 h 1 m,295311,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 22:39:00,42826.6521,3 d 10 h 6 m,295612,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 22:44:00,42826.65558,3 d 10 h 11 m,295912,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 22:49:00,42826.65905,3 d 10 h 16 m,296213,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 22:54:00,42826.66252,3 d 10 h 21 m,296513,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 22:59:00,42826.66599,3 d 10 h 26 m,296814,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 23:04:00,42826.66947,3 d 10 h 31 m,297114,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 23:09:00,42826.67294,3 d 10 h 36 m,297415,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 23:14:00,42826.67641,3 d 10 h 41 m,297716,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 23:19:00,42826.67988,3 d 10 h 46 m,298016,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 23:24:00,42826.68335,3 d 10 h 51 m,298316,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 23:29:00,42826.68683,3 d 10 h 56 m,298617,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 23:34:00,42826.6903,3 d 11 h 1 m,298918,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 23:39:00,42826.69377,3 d 11 h 6 m,299219,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 23:44:00,42826.69724,3 d 11 h 11 m,299519,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 23:49:00,42826.70071,3 d 11 h 16 m,299819,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 23:54:00,42826.70419,3 d 11 h 22 m,300120,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-01 23:59:00,42826.70766,3 d 11 h 27 m,300420,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 00:04:00,42826.71113,3 d 11 h 32 m,300721,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 00:09:00,42826.7146,3 d 11 h 37 m,301021,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 00:14:00,42826.71807,3 d 11 h 42 m,301322,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 00:19:00,42826.72155,3 d 11 h 47 m,301622,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 00:24:00,42826.72502,3 d 11 h 52 m,301923,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 00:29:00,42826.72849,3 d 11 h 57 m,302223,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 00:34:00,42826.73196,3 d 12 h 2 m,302524,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 00:39:00,42826.73544,3 d 12 h 7 m,302824,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 00:44:00,42826.73891,3 d 12 h 12 m,303125,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 00:49:00,42826.74238,3 d 12 h 17 m,303425,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 00:54:00,42826.74585,3 d 12 h 22 m,303726,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 00:59:00,42826.74932,3 d 12 h 27 m,304026,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 01:04:00,42826.7528,3 d 12 h 32 m,304327,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 01:09:00,42826.75627,3 d 12 h 37 m,304627,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 01:14:00,42826.75974,3 d 12 h 42 m,304928,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 01:19:00,42826.76321,3 d 12 h 47 m,305228,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 01:24:00,42826.76669,3 d 12 h 52 m,305529,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 01:29:00,42826.77016,3 d 12 h 57 m,305829,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 01:34:00,42826.77363,3 d 13 h 2 m,306130,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 01:39:00,42826.7771,3 d 13 h 7 m,306430,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 01:44:00,42826.78057,3 d 13 h 12 m,306731,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 01:49:00,42826.78405,3 d 13 h 17 m,307031,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 01:54:00,42826.78752,3 d 13 h 22 m,307332,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 01:59:00,42826.79099,3 d 13 h 27 m,307632,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 02:04:00,42826.79446,3 d 13 h 32 m,307932,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 02:09:00,42826.79794,3 d 13 h 37 m,308233,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 02:14:00,42826.80141,3 d 13 h 42 m,308533,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 02:19:00,42826.80488,3 d 13 h 47 m,308834,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 02:24:00,42826.80835,3 d 13 h 52 m,309134,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 02:29:00,42826.81182,3 d 13 h 57 m,309435,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 02:34:00,42826.8153,3 d 14 h 2 m,309735,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 02:39:00,42826.81877,3 d 14 h 7 m,310035,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 02:44:00,42826.82224,3 d 14 h 12 m,310336,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 02:49:00,42826.82571,3 d 14 h 17 m,310637,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 02:54:00,42826.82919,3 d 14 h 22 m,310937,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 02:59:00,42826.83266,3 d 14 h 27 m,311237,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 03:04:00,42826.83613,3 d 14 h 32 m,311538,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 03:09:00,42826.8396,3 d 14 h 37 m,311838,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 03:14:00,42826.84307,3 d 14 h 42 m,312139,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 03:19:00,42826.84655,3 d 14 h 47 m,312439,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 03:24:00,42826.85002,3 d 14 h 52 m,312740,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 03:29:00,42826.85349,3 d 14 h 57 m,313040,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 03:34:00,42826.85696,3 d 15 h 2 m,313341,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 03:39:00,42826.86044,3 d 15 h 7 m,313641,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 03:44:00,42826.86391,3 d 15 h 12 m,313942,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 03:49:00,42826.86738,3 d 15 h 17 m,314242,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 03:54:00,42826.87085,3 d 15 h 22 m,314543,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 03:59:00,42826.87432,3 d 15 h 27 m,314843,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 04:04:00,42826.8778,3 d 15 h 32 m,315144,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 04:09:00,42826.88127,3 d 15 h 37 m,315444,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 04:14:00,42826.88474,3 d 15 h 42 m,315745,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 04:19:00,42826.88822,3 d 15 h 47 m,316045,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 04:24:00,42826.89169,3 d 15 h 52 m,316346,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 04:29:00,42826.89516,3 d 15 h 57 m,316647,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 04:34:00,42826.89863,3 d 16 h 2 m,316947,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 04:39:00,42826.9021,3 d 16 h 7 m,317247,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 04:44:00,42826.90558,3 d 16 h 12 m,317548,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 04:49:00,42826.90905,3 d 16 h 17 m,317848,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 04:54:00,42826.91252,3 d 16 h 22 m,318148,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 05:00:00,42826.91674,3 d 16 h 27 m,318449,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 05:05:00,42826.9202,3 d 16 h 32 m,318749,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 05:10:00,42826.92368,3 d 16 h 37 m,319050,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 05:15:00,42826.92715,3 d 16 h 42 m,319350,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 05:20:00,42826.93063,3 d 16 h 47 m,319651,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 05:25:00,42826.93409,3 d 16 h 52 m,319951,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 05:30:00,42826.93757,3 d 16 h 57 m,320252,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 05:35:00,42826.94104,3 d 17 h 2 m,320552,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 05:40:00,42826.94451,3 d 17 h 7 m,320853,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 05:45:00,42826.94798,3 d 17 h 12 m,321153,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 05:50:00,42826.95146,3 d 17 h 17 m,321454,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 05:55:00,42826.95493,3 d 17 h 22 m,321754,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 06:00:00,42826.9584,3 d 17 h 27 m,322054,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 06:05:00,42826.96187,3 d 17 h 32 m,322355,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 06:10:00,42826.96535,3 d 17 h 37 m,322655,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 06:15:00,42826.96882,3 d 17 h 42 m,322956,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 06:20:00,42826.97229,3 d 17 h 47 m,323256,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 06:25:00,42826.97576,3 d 17 h 52 m,323556,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 06:30:00,42826.97924,3 d 17 h 57 m,323857,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 06:35:00,42826.9827,3 d 18 h 2 m,324157,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 06:40:00,42826.98618,3 d 18 h 7 m,324458,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 06:45:00,42826.98965,3 d 18 h 12 m,324758,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 06:50:00,42826.99312,3 d 18 h 17 m,325058,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 06:55:00,42826.99659,3 d 18 h 22 m,325359,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 07:00:00,42827.00007,3 d 18 h 27 m,325659,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 07:05:00,42827.00354,3 d 18 h 32 m,325960,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 07:10:00,42827.00701,3 d 18 h 37 m,326261,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 07:15:00,42827.01048,3 d 18 h 42 m,326561,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 07:20:00,42827.01396,3 d 18 h 47 m,326862,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 07:25:00,42827.01743,3 d 18 h 52 m,327162,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 07:30:00,42827.0209,3 d 18 h 57 m,327463,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 07:35:00,42827.02437,3 d 19 h 2 m,327763,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 07:40:00,42827.02785,3 d 19 h 7 m,328063,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 07:45:00,42827.03132,3 d 19 h 12 m,328364,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 07:50:00,42827.03479,3 d 19 h 17 m,328664,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 07:55:00,42827.03826,3 d 19 h 22 m,328965,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 08:00:00,42827.04173,3 d 19 h 27 m,329265,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 08:05:00,42827.0452,3 d 19 h 32 m,329566,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 08:10:00,42827.04868,3 d 19 h 37 m,329866,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 08:15:00,42827.05215,3 d 19 h 42 m,330167,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 08:20:00,42827.05562,3 d 19 h 47 m,330467,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
2017-04-02 08:25:00,42827.05909,3 d 19 h 52 m,330767,1.0,10000,OK,OK,OK,IGNORE,0,0,,,0,0,1.0
